title,author,date,views,likes,link
"How the ""ghost map"" helped end a killer disease",Steven Johnson,06-Nov,977000,29000,https://ted.com/talks/steven_johnson_how_the_ghost_map_helped_end_a_killer_disease
If I controlled the Internet,Rives,06-Nov,2300000,70000,https://ted.com/talks/rives_if_i_controlled_the_internet
We can be Buddhas,Robert Thurman,06-Dec,2300000,69000,https://ted.com/talks/robert_thurman_we_can_be_buddhas
"Singing ""What I Want""",Nora York,06-Dec,453000,13000,https://ted.com/talks/nora_york_singing_what_i_want
My green agenda for architecture,Norman Foster,07-Jan,897000,26000,https://ted.com/talks/norman_foster_my_green_agenda_for_architecture
The case for optimism,Larry Brilliant,07-Jan,554000,16000,https://ted.com/talks/larry_brilliant_the_case_for_optimism
"Homeopathy, quackery and fraud",James Randi,07-Feb,5900000,177000,https://ted.com/talks/james_randi_homeopathy_quackery_and_fraud
The design genius of Charles + Ray Eames,Eames Demetrios,07-Feb,822000,24000,https://ted.com/talks/eames_demetrios_the_design_genius_of_charles_ray_eames
Lessons from the 1918 flu,Laurie Garrett,07-Feb,828000,24000,https://ted.com/talks/laurie_garrett_lessons_from_the_1918_flu
What we think we know,Jonathan Drori,07-Feb,1100000,35000,https://ted.com/talks/jonathan_drori_what_we_think_we_know
Kids can teach themselves,Sugata Mitra,07-Feb,1900000,58000,https://ted.com/talks/sugata_mitra_kids_can_teach_themselves
A mobile fridge for vaccines,Adam Grosser,07-Feb,990000,29000,https://ted.com/talks/adam_grosser_a_mobile_fridge_for_vaccines
A circle of caring,Jok Church,07-Mar,827000,24000,https://ted.com/talks/jok_church_a_circle_of_caring
You are the future of philanthropy,Katherine Fulton,07-Mar,505000,15000,https://ted.com/talks/katherine_fulton_you_are_the_future_of_philanthropy
Demo: The Orb,Nick Sears,07-Mar,539000,16000,https://ted.com/talks/nick_sears_demo_the_orb
How to pitch to a VC,David S. Rose,07-Mar,1400000,43000,https://ted.com/talks/david_s_rose_how_to_pitch_to_a_vc
"""Peace on Earth""",Raul Midon,07-Mar,402000,12000,https://ted.com/talks/raul_midon_peace_on_earth
The ancestor of language,Murray Gell-Mann,07-Mar,1000000,30000,https://ted.com/talks/murray_gell_mann_the_ancestor_of_language
"Archaeology, animal photography, BBQ ...",Nathan Myhrvold,07-Mar,635000,19000,https://ted.com/talks/nathan_myhrvold_archaeology_animal_photography_bbq
Can we domesticate germs?,Paul Ewald,07-Mar,653000,19000,https://ted.com/talks/paul_ewald_can_we_domesticate_germs
Wake up! It's They Might Be Giants!,They Might Be Giants,07-Mar,449000,13000,https://ted.com/talks/they_might_be_giants_wake_up_it_s_they_might_be_giants
A new kind of music video,Jakob Trollback,07-Mar,550000,16000,https://ted.com/talks/jakob_trollback_a_new_kind_of_music_video
Sputnik mania,David Hoffman,07-Mar,405000,12000,https://ted.com/talks/david_hoffman_sputnik_mania
A powerful idea about ideas,Alan Kay,07-Mar,875000,26000,https://ted.com/talks/alan_kay_a_powerful_idea_about_ideas
Model rocketry,Steve Jurvetson,07-Mar,465000,13000,https://ted.com/talks/steve_jurvetson_model_rocketry
The Jill and Julia Show,Jill Sobule + Julia Sweeney,07-Mar,554000,16000,https://ted.com/talks/jill_sobule_julia_sweeney_the_jill_and_julia_show
A plant's-eye view,Michael Pollan,07-Mar,1800000,56000,https://ted.com/talks/michael_pollan_a_plant_s_eye_view
A song of the city,Jaime Lerner,07-Mar,781000,23000,https://ted.com/talks/jaime_lerner_a_song_of_the_city
The idea behind Zipcar (and what comes next),Robin Chase,07-Mar,544000,16000,https://ted.com/talks/robin_chase_the_idea_behind_zipcar_and_what_comes_next
The music wars,David Pogue,07-Mar,691000,20000,https://ted.com/talks/david_pogue_the_music_wars
The life-long learner,Bernie Dunlap,07-Mar,2200000,66000,https://ted.com/talks/bernie_dunlap_the_life_long_learner
"""Tembererana""",Raul Midon,07-Mar,549000,16000,https://ted.com/talks/raul_midon_tembererana
Treat design as art,Paola Antonelli,07-Mar,702000,21000,https://ted.com/talks/paola_antonelli_treat_design_as_art
Underwater astonishments,David Gallo,07-Mar,16000000,490000,https://ted.com/talks/david_gallo_underwater_astonishments
The mystery box,J.J. Abrams,07-Mar,4300000,129000,https://ted.com/talks/j_j_abrams_the_mystery_box
We're worried about local warming ... in your lap,Yossi Vardi,07-Mar,1000000,32000,https://ted.com/talks/yossi_vardi_we_re_worried_about_local_warming_in_your_lap
Tales of passion,Isabel Allende,07-Mar,5200000,156000,https://ted.com/talks/isabel_allende_tales_of_passion
5 dangerous things you should let your kids do,Gever Tulley,07-Mar,5300000,160000,https://ted.com/talks/gever_tulley_5_dangerous_things_you_should_let_your_kids_do
The lost art of letter-writing,Lakshmi Pratury,07-Mar,798000,23000,https://ted.com/talks/lakshmi_pratury_the_lost_art_of_letter_writing
Why aren't we more compassionate?,Daniel Goleman,07-Mar,2600000,78000,https://ted.com/talks/daniel_goleman_why_aren_t_we_more_compassionate
"Beauty, truth and ... physics?",Murray Gell-Mann,07-Mar,1400000,44000,https://ted.com/talks/murray_gell_mann_beauty_truth_and_physics
Design and destiny,Philippe Starck,07-Mar,2300000,71000,https://ted.com/talks/philippe_starck_design_and_destiny
Playing with DNA that self-assembles,Paul Rothemund,07-Mar,490000,14000,https://ted.com/talks/paul_rothemund_playing_with_dna_that_self_assembles
Laws that choke creativity,Lawrence Lessig,07-Mar,2400000,73000,https://ted.com/talks/lawrence_lessig_laws_that_choke_creativity
3 clues to understanding your brain,VS Ramachandran,07-Mar,5400000,162000,https://ted.com/talks/vs_ramachandran_3_clues_to_understanding_your_brain
The anthropology of mobile phones,Jan Chipchase,07-Mar,830000,24000,https://ted.com/talks/jan_chipchase_the_anthropology_of_mobile_phones
The illustrated woman,Maira Kalman,07-Mar,845000,25000,https://ted.com/talks/maira_kalman_the_illustrated_woman
"Building ""self-aware"" robots",Hod Lipson,07-Mar,1500000,45000,https://ted.com/talks/hod_lipson_building_self_aware_robots
"Life at 30,000 feet",Richard Branson,07-Mar,1900000,58000,https://ted.com/talks/richard_branson_life_at_30_000_feet
My magic moves,Kenichi Ebina,07-Mar,1900000,58000,https://ted.com/talks/kenichi_ebina_my_magic_moves
This is Saturn,Carolyn Porco,07-Mar,3100000,93000,https://ted.com/talks/carolyn_porco_this_is_saturn
Designing for simplicity,John Maeda,07-Mar,1500000,47000,https://ted.com/talks/john_maeda_designing_for_simplicity
An Iraq war movie crowd-sourced from soldiers,Deborah Scranton,07-Mar,593000,17000,https://ted.com/talks/deborah_scranton_an_iraq_war_movie_crowd_sourced_from_soldiers
The surprising decline in violence,Steven Pinker,07-Mar,3300000,101000,https://ted.com/talks/steven_pinker_the_surprising_decline_in_violence
"My creations, a new form of life",Theo Jansen,07-Mar,5400000,163000,https://ted.com/talks/theo_jansen_my_creations_a_new_form_of_life
The joy of lexicography,Erin McKean,07-Mar,1300000,41000,https://ted.com/talks/erin_mckean_the_joy_of_lexicography
"Luke, a new prosthetic arm for soldiers",Dean Kamen,07-Mar,1900000,57000,https://ted.com/talks/dean_kamen_luke_a_new_prosthetic_arm_for_soldiers
My journey into movies that matter,Jeff Skoll,07-Mar,850000,25000,https://ted.com/talks/jeff_skoll_my_journey_into_movies_that_matter
How to get (a new) hip,Allison Hunt,07-Mar,649000,19000,https://ted.com/talks/allison_hunt_how_to_get_a_new_hip
Visualizing the wonder of a living cell,David Bolinsky,07-Mar,2300000,69000,https://ted.com/talks/david_bolinsky_visualizing_the_wonder_of_a_living_cell
The  4 a.m. mystery,Rives,07-Mar,4200000,128000,https://ted.com/talks/rives_the_4_a_m_mystery
"Spore, birth of a game",Will Wright,07-Mar,1400000,43000,https://ted.com/talks/will_wright_spore_birth_of_a_game
Flip your thinking on AIDS in Africa,Emily Oster,07-Mar,949000,28000,https://ted.com/talks/emily_oster_flip_your_thinking_on_aids_in_africa
The Web's secret stories,Jonathan Harris,07-Mar,1100000,35000,https://ted.com/talks/jonathan_harris_the_web_s_secret_stories
Inside the world's deepest caves,Bill Stone,07-Mar,2200000,66000,https://ted.com/talks/bill_stone_inside_the_world_s_deepest_caves
New insights on poverty,Hans Rosling,07-Mar,3900000,117000,https://ted.com/talks/hans_rosling_new_insights_on_poverty
Tour Microsoft's Virtual Earth,Stephen Lawler,07-Mar,350000,10000,https://ted.com/talks/stephen_lawler_tour_microsoft_s_virtual_earth
Rethink the desktop with BumpTop,Anand Agarawala,07-Mar,1700000,51000,https://ted.com/talks/anand_agarawala_rethink_the_desktop_with_bumptop
Want to help Africa? Do business here,Ngozi Okonjo-Iweala,07-Mar,1500000,45000,https://ted.com/talks/ngozi_okonjo_iweala_want_to_help_africa_do_business_here
Salvation (and profit) in greentech,John Doerr,07-Mar,1100000,35000,https://ted.com/talks/john_doerr_salvation_and_profit_in_greentech
How PhotoSynth can connect the world's images,Blaise Agüera y Arcas,07-Mar,6000000,180000,https://ted.com/talks/blaise_aguera_y_arcas_how_photosynth_can_connect_the_world_s_images
My wish: Let my photographs bear witness,James Nachtwey,07-Mar,1700000,51000,https://ted.com/talks/james_nachtwey_my_wish_let_my_photographs_bear_witness
My wish: Rebuilding Rwanda,Bill Clinton,07-Mar,957000,28000,https://ted.com/talks/bill_clinton_my_wish_rebuilding_rwanda
My wish: Build the Encyclopedia of Life,E.O. Wilson,07-Mar,1600000,50000,https://ted.com/talks/e_o_wilson_my_wish_build_the_encyclopedia_of_life
"A tour of Nollywood, Nigeria's booming film industry",Franco Sacchi,07-Jun,280000,8400,https://ted.com/talks/franco_sacchi_a_tour_of_nollywood_nigeria_s_booming_film_industry
The story of Ezra,Newton Aduaka,07-Jun,418000,12000,https://ted.com/talks/newton_aduaka_the_story_of_ezra
How humans and animals can live together,Jane Goodall,07-Jun,1000000,32000,https://ted.com/talks/jane_goodall_how_humans_and_animals_can_live_together
How I became an activist,Ory Okolloh,07-Jun,426000,12000,https://ted.com/talks/ory_okolloh_how_i_became_an_activist
A computer that works like the brain,Kwabena Boahen,07-Jun,749000,22000,https://ted.com/talks/kwabena_boahen_a_computer_that_works_like_the_brain
The wonder of Zulu wire art,Marisa Fick-Jordan,07-Jun,343000,10000,https://ted.com/talks/marisa_fick_jordan_the_wonder_of_zulu_wire_art
A hero of the Congo forest,Corneille Ewango,07-Jun,521000,15000,https://ted.com/talks/corneille_ewango_a_hero_of_the_congo_forest
"""Kounandi""",Rokia Traore,07-Jun,101000,3000,https://ted.com/talks/rokia_traore_kounandi
A hospital tour in Nigeria,Seyi Oyesola,07-Jun,277000,8300,https://ted.com/talks/seyi_oyesola_a_hospital_tour_in_nigeria
The thinking behind 50x15,Hector Ruiz,07-Jun,350000,10000,https://ted.com/talks/hector_ruiz_the_thinking_behind_50x15
World-class health care,Ernest Madu,07-Jun,445000,13000,https://ted.com/talks/ernest_madu_world_class_health_care
"""M'Bifo""",Rokia Traore,07-Jun,319000,9500,https://ted.com/talks/rokia_traore_m_bifo
A parable for Kenya,Joseph Lekuton,07-Jun,238000,7100,https://ted.com/talks/joseph_lekuton_a_parable_for_kenya
The fractals at the heart of African designs,Ron Eglash,07-Jun,1800000,54000,https://ted.com/talks/ron_eglash_the_fractals_at_the_heart_of_african_designs
A commodities exchange for Ethiopia,Eleni Gabre-Madhin,07-Jun,821000,24000,https://ted.com/talks/eleni_gabre_madhin_a_commodities_exchange_for_ethiopia
The search for humanity's roots,Zeresenay Alemseged,07-Jun,1200000,36000,https://ted.com/talks/zeresenay_alemseged_the_search_for_humanity_s_roots
Aid for Africa? No thanks.,Andrew Mwenda,07-Jun,1300000,41000,https://ted.com/talks/andrew_mwenda_aid_for_africa_no_thanks
"""Woza""",Vusi Mahlasela,07-Jun,609000,18000,https://ted.com/talks/vusi_mahlasela_woza
"""Thula Mama""",Vusi Mahlasela,07-Jun,734000,22000,https://ted.com/talks/vusi_mahlasela_thula_mama
Patient capitalism,Jacqueline Novogratz,07-Jun,1500000,47000,https://ted.com/talks/jacqueline_novogratz_patient_capitalism
Telling stories from Africa,Chris Abani,07-Jun,775000,23000,https://ted.com/talks/chris_abani_telling_stories_from_africa
How to educate leaders? Liberal arts,Patrick Awuah,07-Jun,1900000,58000,https://ted.com/talks/patrick_awuah_how_to_educate_leaders_liberal_arts
Why invest in Africa,Euvin Naidoo,07-Jun,533000,15000,https://ted.com/talks/euvin_naidoo_why_invest_in_africa
How I built a windmill,William Kamkwamba,07-Jun,3500000,107000,https://ted.com/talks/william_kamkwamba_how_i_built_a_windmill
Aid versus trade,Ngozi Okonjo-Iweala,07-Jun,711000,21000,https://ted.com/talks/ngozi_okonjo_iweala_aid_versus_trade
Africa's cheetahs versus hippos,George Ayittey,07-Jun,790000,23000,https://ted.com/talks/george_ayittey_africa_s_cheetahs_versus_hippos
Really achieving your childhood dreams,Randy Pausch,07-Sep,653000,19000,https://ted.com/talks/randy_pausch_really_achieving_your_childhood_dreams
Using biology to rethink the energy challenge,Juan Enriquez,07-Sep,1500000,45000,https://ted.com/talks/juan_enriquez_using_biology_to_rethink_the_energy_challenge
A critical look at geoengineering against climate change,David Keith,07-Sep,1400000,44000,https://ted.com/talks/david_keith_a_critical_look_at_geoengineering_against_climate_change
Design and the Elastic Mind,Paola Antonelli,07-Dec,400000,12000,https://ted.com/talks/paola_antonelli_design_and_the_elastic_mind
The Blur Building and other tech-empowered architecture,Liz Diller,07-Dec,810000,24000,https://ted.com/talks/liz_diller_the_blur_building_and_other_tech_empowered_architecture
"Playtime with Pleo, your robotic dinosaur friend",Caleb Chung,07-Dec,476000,14000,https://ted.com/talks/caleb_chung_playtime_with_pleo_your_robotic_dinosaur_friend
What's wrong with school lunches,Ann Cooper,07-Dec,1600000,49000,https://ted.com/talks/ann_cooper_what_s_wrong_with_school_lunches
A free digital library,Brewster Kahle,07-Dec,555000,16000,https://ted.com/talks/brewster_kahle_a_free_digital_library
"The web is more than ""better TV""",Peter Hirshberg,07-Dec,294000,8800,https://ted.com/talks/peter_hirshberg_the_web_is_more_than_better_tv
"Great piano performances, recreated",John Q. Walker,07-Dec,386000,11000,https://ted.com/talks/john_q_walker_great_piano_performances_recreated
Dog-friendly dog training,Ian Dunbar,07-Dec,1200000,38000,https://ted.com/talks/ian_dunbar_dog_friendly_dog_training
"The next 5,000 days of the web",Kevin Kelly,07-Dec,1800000,56000,https://ted.com/talks/kevin_kelly_the_next_5_000_days_of_the_web
The web as art,Jonathan Harris,07-Dec,923000,27000,https://ted.com/talks/jonathan_harris_the_web_as_art
My year of living biblically,A.J. Jacobs,07-Dec,3000000,90000,https://ted.com/talks/a_j_jacobs_my_year_of_living_biblically
The story of a girl,Rick Smolan,07-Dec,1400000,42000,https://ted.com/talks/rick_smolan_the_story_of_a_girl
"One Laptop per Child, two years on",Nicholas Negroponte,07-Dec,486000,14000,https://ted.com/talks/nicholas_negroponte_one_laptop_per_child_two_years_on
What's wrong with what we eat,Mark Bittman,07-Dec,4900000,149000,https://ted.com/talks/mark_bittman_what_s_wrong_with_what_we_eat
The art of the interview,Marc Pachter,08-Jan,944000,28000,https://ted.com/talks/marc_pachter_the_art_of_the_interview
A theory of Earth's mass extinctions,Peter Ward,08-Feb,1100000,35000,https://ted.com/talks/peter_ward_a_theory_of_earth_s_mass_extinctions
My library of human imagination,Jay Walker,08-Feb,559000,16000,https://ted.com/talks/jay_walker_my_library_of_human_imagination
The mysterious lives of giant trees,Richard Preston,08-Feb,796000,23000,https://ted.com/talks/richard_preston_the_mysterious_lives_of_giant_trees
The coming neurological epidemic,Gregory Petsko,08-Feb,1000000,30000,https://ted.com/talks/gregory_petsko_the_coming_neurological_epidemic
Do the green thing,Andy Hobsbawm,08-Feb,507000,15000,https://ted.com/talks/andy_hobsbawm_do_the_green_thing
Fashion and creativity,Isaac Mizrahi,08-Feb,1100000,35000,https://ted.com/talks/isaac_mizrahi_fashion_and_creativity
